Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1453413130 , Gap_End_2 : 1453413144, GeoHash : gbsg1m, Lon1 : 48.370834 , Lat1 : -4.512615, Lon2 : 48.369633 , Lat2 : -4.515003 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227580520 , Gap_End_1 : 1453595866 , Gap_End_2 : 1453595868, GeoHash : gbsg1x, Lon1 : 48.382465 , Lat1 : -4.4966984, Lon2 : 48.379547 , Lat2 : -4.497073 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 228186700 , Gap_End_1 : 1453575644 , Gap_End_2 : 1453595869, GeoHash : gbsg1m, Lon1 : 48.369625 , Lat1 : -4.514983, Lon2 : 48.370842 , Lat2 : -4.512575 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1453595869 , Gap_End_2 : 1453595873, GeoHash : gbsg1m, Lon1 : 48.370842 , Lat1 : -4.512575, Lon2 : 48.36965 , Lat2 : -4.514915 }
Suspicious RendezVous : { Vessel_1 : 228015700, Vessel_2 : 227579000 , Gap_End_1 : 1453532667 , Gap_End_2 : 1453596589, GeoHash : gbscts, Lon1 : 48.098213 , Lat1 : -4.325597, Lon2 : 48.098175 , Lat2 : -4.325225 }
Suspicious RendezVous : { Vessel_1 : 228015700, Vessel_2 : 227579000 , Gap_End_1 : 1453546877 , Gap_End_2 : 1453596589, GeoHash : gbscts, Lon1 : 48.09824 , Lat1 : -4.325597, Lon2 : 48.098175 , Lat2 : -4.325225 }
Suspicious RendezVous : { Vessel_1 : 228015700, Vessel_2 : 227579000 , Gap_End_1 : 1453561017 , Gap_End_2 : 1453596589, GeoHash : gbscts, Lon1 : 48.09823 , Lat1 : -4.3256116, Lon2 : 48.098175 , Lat2 : -4.325225 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 228186700 , Gap_End_1 : 1453595873 , Gap_End_2 : 1453616702, GeoHash : gbsg1m, Lon1 : 48.36965 , Lat1 : -4.514915, Lon2 : 48.37084 , Lat2 : -4.5125933 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1453616702 , Gap_End_2 : 1453616704, GeoHash : gbsg1m, Lon1 : 48.37084 , Lat1 : -4.5125933, Lon2 : 48.369625 , Lat2 : -4.5149918 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1453595868 , Gap_End_2 : 1453616705, GeoHash : gbsg1x, Lon1 : 48.379547 , Lat1 : -4.497073, Lon2 : 48.38364 , Lat2 : -4.495353 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1453616705 , Gap_End_2 : 1453616708, GeoHash : gbsg1x, Lon1 : 48.38364 , Lat1 : -4.495353, Lon2 : 48.382465 , Lat2 : -4.496695 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227580520 , Gap_End_1 : 1453616708 , Gap_End_2 : 1453616746, GeoHash : gbsg1x, Lon1 : 48.382465 , Lat1 : -4.496695, Lon2 : 48.379566 , Lat2 : -4.497065 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1453616746 , Gap_End_2 : 1453634125, GeoHash : gbsg1x, Lon1 : 48.379566 , Lat1 : -4.497065, Lon2 : 48.383694 , Lat2 : -4.495323 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 228186700 , Gap_End_1 : 1453616704 , Gap_End_2 : 1453634127, GeoHash : gbsg1m, Lon1 : 48.369625 , Lat1 : -4.5149918, Lon2 : 48.370842 , Lat2 : -4.5126033 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 228186700 , Gap_End_1 : 1453634123 , Gap_End_2 : 1453634127, GeoHash : gbsg1m, Lon1 : 48.36958 , Lat1 : -4.5149984, Lon2 : 48.370842 , Lat2 : -4.5126033 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227580520 , Gap_End_1 : 1453634125 , Gap_End_2 : 1453649307, GeoHash : gbsg1x, Lon1 : 48.383694 , Lat1 : -4.495323, Lon2 : 48.379536 , Lat2 : -4.497043 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1453634127 , Gap_End_2 : 1453649313, GeoHash : gbsg1m, Lon1 : 48.370842 , Lat1 : -4.5126033, Lon2 : 48.36962 , Lat2 : -4.5150065 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1453649299 , Gap_End_2 : 1453649313, GeoHash : gbsg1m, Lon1 : 48.37084 , Lat1 : -4.5126085, Lon2 : 48.36962 , Lat2 : -4.5150065 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1453649307 , Gap_End_2 : 1453649316, GeoHash : gbsg1x, Lon1 : 48.379536 , Lat1 : -4.497043, Lon2 : 48.383633 , Lat2 : -4.49533 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1453649316 , Gap_End_2 : 1453649387, GeoHash : gbsg1x, Lon1 : 48.383633 , Lat1 : -4.49533, Lon2 : 48.38249 , Lat2 : -4.49665 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 228186700 , Gap_End_1 : 1453649313 , Gap_End_2 : 1453660861, GeoHash : gbsg1m, Lon1 : 48.36962 , Lat1 : -4.5150065, Lon2 : 48.370834 , Lat2 : -4.512665 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1453649387 , Gap_End_2 : 1453660866, GeoHash : gbsg1x, Lon1 : 48.38249 , Lat1 : -4.49665, Lon2 : 48.383667 , Lat2 : -4.4953384 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1453660866 , Gap_End_2 : 1453660887, GeoHash : gbsg1x, Lon1 : 48.383667 , Lat1 : -4.4953384, Lon2 : 48.382454 , Lat2 : -4.4967217 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1453660861 , Gap_End_2 : 1453660893, GeoHash : gbsg1m, Lon1 : 48.370834 , Lat1 : -4.512665, Lon2 : 48.369633 , Lat2 : -4.515005 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227580520 , Gap_End_1 : 1453660887 , Gap_End_2 : 1453661008, GeoHash : gbsg1x, Lon1 : 48.382454 , Lat1 : -4.4967217, Lon2 : 48.379555 , Lat2 : -4.497055 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 228186700 , Gap_End_1 : 1453660893 , Gap_End_2 : 1453665936, GeoHash : gbsg1m, Lon1 : 48.369633 , Lat1 : -4.515005, Lon2 : 48.370827 , Lat2 : -4.5126085 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1453665936 , Gap_End_2 : 1453665954, GeoHash : gbsg1m, Lon1 : 48.370827 , Lat1 : -4.5126085, Lon2 : 48.36964 , Lat2 : -4.5149865 }
Suspicious RendezVous : { Vessel_1 : 227579000, Vessel_2 : 227635680 , Gap_End_1 : 1453596589 , Gap_End_2 : 1453665961, GeoHash : gbscts, Lon1 : 48.098175 , Lat1 : -4.325225, Lon2 : 48.10248 , Lat2 : -4.317808 }
Suspicious RendezVous : { Vessel_1 : 227579000, Vessel_2 : 227635680 , Gap_End_1 : 1453617388 , Gap_End_2 : 1453665961, GeoHash : gbscts, Lon1 : 48.098156 , Lat1 : -4.3252616, Lon2 : 48.10248 , Lat2 : -4.317808 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1453661008 , Gap_End_2 : 1453665965, GeoHash : gbsg1x, Lon1 : 48.379555 , Lat1 : -4.497055, Lon2 : 48.383656 , Lat2 : -4.4953685 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227580520 , Gap_End_1 : 1453665965 , Gap_End_2 : 1453666038, GeoHash : gbsg1x, Lon1 : 48.383656 , Lat1 : -4.4953685, Lon2 : 48.379555 , Lat2 : -4.4970417 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 228186700 , Gap_End_1 : 1453665954 , Gap_End_2 : 1453677665, GeoHash : gbsg1m, Lon1 : 48.36964 , Lat1 : -4.5149865, Lon2 : 48.37084 , Lat2 : -4.512602 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453575642 , Gap_End_2 : 1453677668, GeoHash : gbsg1z, Lon1 : 48.38074 , Lat1 : -4.4859085, Lon2 : 48.38138 , Lat2 : -4.4851217 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453595872 , Gap_End_2 : 1453677668, GeoHash : gbsg1z, Lon1 : 48.380764 , Lat1 : -4.4858985, Lon2 : 48.38138 , Lat2 : -4.4851217 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453616711 , Gap_End_2 : 1453677668, GeoHash : gbsg1z, Lon1 : 48.380745 , Lat1 : -4.485875, Lon2 : 48.38138 , Lat2 : -4.4851217 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453634131 , Gap_End_2 : 1453677668, GeoHash : gbsg1z, Lon1 : 48.380714 , Lat1 : -4.485852, Lon2 : 48.38138 , Lat2 : -4.4851217 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453649302 , Gap_End_2 : 1453677668, GeoHash : gbsg1z, Lon1 : 48.380753 , Lat1 : -4.4859166, Lon2 : 48.38138 , Lat2 : -4.4851217 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453660881 , Gap_End_2 : 1453677668, GeoHash : gbsg1z, Lon1 : 48.380737 , Lat1 : -4.4858966, Lon2 : 48.38138 , Lat2 : -4.4851217 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453665952 , Gap_End_2 : 1453677668, GeoHash : gbsg1z, Lon1 : 48.380768 , Lat1 : -4.485968, Lon2 : 48.38138 , Lat2 : -4.4851217 }
Suspicious RendezVous : { Vessel_1 : 228051000, Vessel_2 : 227003050 , Gap_End_1 : 1453677668 , Gap_End_2 : 1453677671, GeoHash : gbsg1z, Lon1 : 48.38138 , Lat1 : -4.4851217, Lon2 : 48.380795 , Lat2 : -4.4858565 }
Suspicious RendezVous : { Vessel_1 : 227635680, Vessel_2 : 228302900 , Gap_End_1 : 1453649570 , Gap_End_2 : 1453677692, GeoHash : gbscte, Lon1 : 48.098087 , Lat1 : -4.32475, Lon2 : 48.098072 , Lat2 : -4.3246317 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1453666038 , Gap_End_2 : 1453677695, GeoHash : gbsg1x, Lon1 : 48.379555 , Lat1 : -4.4970417, Lon2 : 48.383614 , Lat2 : -4.495363 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1453677665 , Gap_End_2 : 1453677703, GeoHash : gbsg1m, Lon1 : 48.37084 , Lat1 : -4.512602, Lon2 : 48.369625 , Lat2 : -4.51501 }
Suspicious RendezVous : { Vessel_1 : 227635680, Vessel_2 : 228037600 , Gap_End_1 : 1453665961 , Gap_End_2 : 1453677706, GeoHash : gbscts, Lon1 : 48.10248 , Lat1 : -4.317808, Lon2 : 48.098232 , Lat2 : -4.3259315 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1453677695 , Gap_End_2 : 1453677728, GeoHash : gbsg1x, Lon1 : 48.383614 , Lat1 : -4.495363, Lon2 : 48.382454 , Lat2 : -4.496673 }
Suspicious RendezVous : { Vessel_1 : 228302900, Vessel_2 : 227319570 , Gap_End_1 : 1453677692 , Gap_End_2 : 1453677952, GeoHash : gbscte, Lon1 : 48.098072 , Lat1 : -4.3246317, Lon2 : 48.098133 , Lat2 : -4.32517 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 228186700 , Gap_End_1 : 1453677703 , Gap_End_2 : 1453701314, GeoHash : gbsg1m, Lon1 : 48.369625 , Lat1 : -4.51501, Lon2 : 48.370834 , Lat2 : -4.512665 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1453677728 , Gap_End_2 : 1453701315, GeoHash : gbsg1x, Lon1 : 48.382454 , Lat1 : -4.496673, Lon2 : 48.383667 , Lat2 : -4.495343 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453677671 , Gap_End_2 : 1453701323, GeoHash : gbsg1z, Lon1 : 48.380795 , Lat1 : -4.4858565, Lon2 : 48.381325 , Lat2 : -4.48512 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453701321 , Gap_End_2 : 1453701323, GeoHash : gbsg1z, Lon1 : 48.38076 , Lat1 : -4.485925, Lon2 : 48.381325 , Lat2 : -4.48512 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1453701314 , Gap_End_2 : 1453701324, GeoHash : gbsg1m, Lon1 : 48.370834 , Lat1 : -4.512665, Lon2 : 48.369614 , Lat2 : -4.515023 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1453701315 , Gap_End_2 : 1453701328, GeoHash : gbsg1x, Lon1 : 48.383667 , Lat1 : -4.495343, Lon2 : 48.382458 , Lat2 : -4.49669 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 228186700 , Gap_End_1 : 1453701324 , Gap_End_2 : 1453723155, GeoHash : gbsg1m, Lon1 : 48.369614 , Lat1 : -4.515023, Lon2 : 48.370834 , Lat2 : -4.512665 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227635210 , Gap_End_1 : 1453701328 , Gap_End_2 : 1453723157, GeoHash : gbsg1x, Lon1 : 48.382458 , Lat1 : -4.49669, Lon2 : 48.383656 , Lat2 : -4.495458 }
Suspicious RendezVous : { Vessel_1 : 228051000, Vessel_2 : 227003050 , Gap_End_1 : 1453701323 , Gap_End_2 : 1453723161, GeoHash : gbsg1z, Lon1 : 48.381325 , Lat1 : -4.48512, Lon2 : 48.380714 , Lat2 : -4.485885 }
Suspicious RendezVous : { Vessel_1 : 227003050, Vessel_2 : 228051000 , Gap_End_1 : 1453723161 , Gap_End_2 : 1453723172, GeoHash : gbsg1z, Lon1 : 48.380714 , Lat1 : -4.485885, Lon2 : 48.381317 , Lat2 : -4.48511 }
Suspicious RendezVous : { Vessel_1 : 227635210, Vessel_2 : 227574020 , Gap_End_1 : 1453723157 , Gap_End_2 : 1453723211, GeoHash : gbsg1x, Lon1 : 48.383656 , Lat1 : -4.495458, Lon2 : 48.383667 , Lat2 : -4.4952984 }
Suspicious RendezVous : { Vessel_1 : 228051000, Vessel_2 : 227003050 , Gap_End_1 : 1453723172 , Gap_End_2 : 1453743552, GeoHash : gbsg1z, Lon1 : 48.381317 , Lat1 : -4.48511, Lon2 : 48.38077 , Lat2 : -4.4859233 }
Suspicious RendezVous : { Vessel_1 : 228037600, Vessel_2 : 228037700 , Gap_End_1 : 1453743558 , Gap_End_2 : 1453743569, GeoHash : gbsdhz, Lon1 : 48.203228 , Lat1 : -4.706705, Lon2 : 48.205765 , Lat2 : -4.705295 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227580520 , Gap_End_1 : 1453723211 , Gap_End_2 : 1453743571, GeoHash : gbsg1x, Lon1 : 48.383667 , Lat1 : -4.4952984, Lon2 : 48.379547 , Lat2 : -4.49709 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1453743571 , Gap_End_2 : 1453743641, GeoHash : gbsg1x, Lon1 : 48.379547 , Lat1 : -4.49709, Lon2 : 48.383694 , Lat2 : -4.4953465 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1453743641 , Gap_End_2 : 1453743753, GeoHash : gbsg1x, Lon1 : 48.383694 , Lat1 : -4.4953465, Lon2 : 48.382492 , Lat2 : -4.4967 }
Suspicious RendezVous : { Vessel_1 : 228037600, Vessel_2 : 228160000 , Gap_End_1 : 1453677706 , Gap_End_2 : 1453743791, GeoHash : gbscts, Lon1 : 48.098232 , Lat1 : -4.3259315, Lon2 : 48.099213 , Lat2 : -4.326548 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227580520 , Gap_End_1 : 1453743753 , Gap_End_2 : 1453762590, GeoHash : gbsg1x, Lon1 : 48.382492 , Lat1 : -4.4967, Lon2 : 48.379562 , Lat2 : -4.4970565 }
Suspicious RendezVous : { Vessel_1 : 228037700, Vessel_2 : 227635680 , Gap_End_1 : 1453649317 , Gap_End_2 : 1453762601, GeoHash : gbsctt, Lon1 : 48.10592 , Lat1 : -4.323185, Lon2 : 48.107372 , Lat2 : -4.3264565 }
Suspicious RendezVous : { Vessel_1 : 227319570, Vessel_2 : 227318010 , Gap_End_1 : 1453677952 , Gap_End_2 : 1453762606, GeoHash : gbscte, Lon1 : 48.098133 , Lat1 : -4.32517, Lon2 : 48.098 , Lat2 : -4.3240485 }
Suspicious RendezVous : { Vessel_1 : 227319570, Vessel_2 : 227318010 , Gap_End_1 : 1453701512 , Gap_End_2 : 1453762606, GeoHash : gbscte, Lon1 : 48.09813 , Lat1 : -4.325122, Lon2 : 48.098 , Lat2 : -4.3240485 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1453762590 , Gap_End_2 : 1453762632, GeoHash : gbsg1x, Lon1 : 48.379562 , Lat1 : -4.4970565, Lon2 : 48.383694 , Lat2 : -4.4953284 }
Suspicious RendezVous : { Vessel_1 : 227318010, Vessel_2 : 228293000 , Gap_End_1 : 1453762606 , Gap_End_2 : 1453762670, GeoHash : gbscte, Lon1 : 48.098 , Lat1 : -4.3240485, Lon2 : 48.098015 , Lat2 : -4.324782 }
Suspicious RendezVous : { Vessel_1 : 228160000, Vessel_2 : 227142200 , Gap_End_1 : 1453743791 , Gap_End_2 : 1453762863, GeoHash : gbscts, Lon1 : 48.099213 , Lat1 : -4.326548, Lon2 : 48.09818 , Lat2 : -4.3256483 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227580520 , Gap_End_1 : 1453762632 , Gap_End_2 : 1453793692, GeoHash : gbsg1x, Lon1 : 48.383694 , Lat1 : -4.4953284, Lon2 : 48.37954 , Lat2 : -4.4970217 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227635210 , Gap_End_1 : 1453793692 , Gap_End_2 : 1453793698, GeoHash : gbsg1x, Lon1 : 48.37954 , Lat1 : -4.4970217, Lon2 : 48.382797 , Lat2 : -4.4957366 }
Suspicious RendezVous : { Vessel_1 : 227635210, Vessel_2 : 227705102 , Gap_End_1 : 1453793698 , Gap_End_2 : 1453793720, GeoHash : gbsg1x, Lon1 : 48.382797 , Lat1 : -4.4957366, Lon2 : 48.38243 , Lat2 : -4.4966283 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227574020 , Gap_End_1 : 1453793720 , Gap_End_2 : 1453793855, GeoHash : gbsg1x, Lon1 : 48.38243 , Lat1 : -4.4966283, Lon2 : 48.383656 , Lat2 : -4.495345 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227635210 , Gap_End_1 : 1453793855 , Gap_End_2 : 1453819940, GeoHash : gbsg1x, Lon1 : 48.383656 , Lat1 : -4.495345, Lon2 : 48.38257 , Lat2 : -4.495957 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227635210 , Gap_End_1 : 1453819934 , Gap_End_2 : 1453819940, GeoHash : gbsg1x, Lon1 : 48.38368 , Lat1 : -4.495315, Lon2 : 48.38257 , Lat2 : -4.495957 }
Suspicious RendezVous : { Vessel_1 : 227142200, Vessel_2 : 226179000 , Gap_End_1 : 1453762863 , Gap_End_2 : 1453819944, GeoHash : gbscts, Lon1 : 48.09818 , Lat1 : -4.3256483, Lon2 : 48.09815 , Lat2 : -4.3252535 }
Suspicious RendezVous : { Vessel_1 : 227635210, Vessel_2 : 227705102 , Gap_End_1 : 1453819940 , Gap_End_2 : 1453819949, GeoHash : gbsg1x, Lon1 : 48.38257 , Lat1 : -4.495957, Lon2 : 48.38242 , Lat2 : -4.4965982 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227580520 , Gap_End_1 : 1453819949 , Gap_End_2 : 1453819961, GeoHash : gbsg1x, Lon1 : 48.38242 , Lat1 : -4.4965982, Lon2 : 48.379574 , Lat2 : -4.4970484 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1453723155 , Gap_End_2 : 1453819976, GeoHash : gbsg1m, Lon1 : 48.370834 , Lat1 : -4.512665, Lon2 : 48.36964 , Lat2 : -4.514985 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1453743556 , Gap_End_2 : 1453819976, GeoHash : gbsg1m, Lon1 : 48.370834 , Lat1 : -4.5125866, Lon2 : 48.36964 , Lat2 : -4.514985 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1453762574 , Gap_End_2 : 1453819976, GeoHash : gbsg1m, Lon1 : 48.370834 , Lat1 : -4.512665, Lon2 : 48.36964 , Lat2 : -4.514985 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1453793697 , Gap_End_2 : 1453819976, GeoHash : gbsg1m, Lon1 : 48.370853 , Lat1 : -4.5125766, Lon2 : 48.36964 , Lat2 : -4.514985 }
Suspicious RendezVous : { Vessel_1 : 228186700, Vessel_2 : 228762000 , Gap_End_1 : 1453819935 , Gap_End_2 : 1453819976, GeoHash : gbsg1m, Lon1 : 48.370846 , Lat1 : -4.5125766, Lon2 : 48.36964 , Lat2 : -4.514985 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1453819961 , Gap_End_2 : 1453846646, GeoHash : gbsg1x, Lon1 : 48.379574 , Lat1 : -4.4970484, Lon2 : 48.38366 , Lat2 : -4.4953365 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227580520 , Gap_End_1 : 1453846646 , Gap_End_2 : 1453846666, GeoHash : gbsg1x, Lon1 : 48.38366 , Lat1 : -4.4953365, Lon2 : 48.37955 , Lat2 : -4.497073 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227705102 , Gap_End_1 : 1453846666 , Gap_End_2 : 1453846676, GeoHash : gbsg1x, Lon1 : 48.37955 , Lat1 : -4.497073, Lon2 : 48.38248 , Lat2 : -4.4967217 }
Suspicious RendezVous : { Vessel_1 : 226263000, Vessel_2 : 228186700 , Gap_End_1 : 1453546907 , Gap_End_2 : 1453874184, GeoHash : gbsdxw, Lon1 : 48.28554 , Lat1 : -4.58862, Lon2 : 48.284912 , Lat2 : -4.5867734 }
Suspicious RendezVous : { Vessel_1 : 226263000, Vessel_2 : 228186700 , Gap_End_1 : 1453561115 , Gap_End_2 : 1453874184, GeoHash : gbsdxw, Lon1 : 48.2852 , Lat1 : -4.5893917, Lon2 : 48.284912 , Lat2 : -4.5867734 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227580520 , Gap_End_1 : 1453846676 , Gap_End_2 : 1453874195, GeoHash : gbsg1x, Lon1 : 48.38248 , Lat1 : -4.4967217, Lon2 : 48.37956 , Lat2 : -4.497085 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1453874195 , Gap_End_2 : 1453874196, GeoHash : gbsg1x, Lon1 : 48.37956 , Lat1 : -4.497085, Lon2 : 48.38365 , Lat2 : -4.495355 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227705102 , Gap_End_1 : 1453874196 , Gap_End_2 : 1453874206, GeoHash : gbsg1x, Lon1 : 48.38365 , Lat1 : -4.495355, Lon2 : 48.382473 , Lat2 : -4.496685 }
Suspicious RendezVous : { Vessel_1 : 227705102, Vessel_2 : 227635210 , Gap_End_1 : 1453874206 , Gap_End_2 : 1453874706, GeoHash : gbsg1x, Lon1 : 48.382473 , Lat1 : -4.496685, Lon2 : 48.382935 , Lat2 : -4.495835 }
Suspicious RendezVous : { Vessel_1 : 227635210, Vessel_2 : 227580520 , Gap_End_1 : 1453874706 , Gap_End_2 : 1453897630, GeoHash : gbsg1x, Lon1 : 48.382935 , Lat1 : -4.495835, Lon2 : 48.379494 , Lat2 : -4.4970665 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227574020 , Gap_End_1 : 1453897630 , Gap_End_2 : 1453897651, GeoHash : gbsg1x, Lon1 : 48.379494 , Lat1 : -4.4970665, Lon2 : 48.3837 , Lat2 : -4.495343 }
Suspicious RendezVous : { Vessel_1 : 227574020, Vessel_2 : 227635210 , Gap_End_1 : 1453897651 , Gap_End_2 : 1453897690, GeoHash : gbsg1x, Lon1 : 48.3837 , Lat1 : -4.495343, Lon2 : 48.383648 , Lat2 : -4.495425 }
Suspicious RendezVous : { Vessel_1 : 228293000, Vessel_2 : 227391000 , Gap_End_1 : 1453762670 , Gap_End_2 : 1453897992, GeoHash : gbscte, Lon1 : 48.098015 , Lat1 : -4.324782, Lon2 : 48.098133 , Lat2 : -4.325075 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 228186700 , Gap_End_1 : 1453819976 , Gap_End_2 : 1453922538, GeoHash : gbsg1m, Lon1 : 48.36964 , Lat1 : -4.514985, Lon2 : 48.37082 , Lat2 : -4.5125666 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 228186700 , Gap_End_1 : 1453846677 , Gap_End_2 : 1453922538, GeoHash : gbsg1m, Lon1 : 48.36962 , Lat1 : -4.514985, Lon2 : 48.37082 , Lat2 : -4.5125666 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 228186700 , Gap_End_1 : 1453874186 , Gap_End_2 : 1453922538, GeoHash : gbsg1m, Lon1 : 48.36962 , Lat1 : -4.515025, Lon2 : 48.37082 , Lat2 : -4.5125666 }
Suspicious RendezVous : { Vessel_1 : 228762000, Vessel_2 : 228186700 , Gap_End_1 : 1453897617 , Gap_End_2 : 1453922538, GeoHash : gbsg1m, Lon1 : 48.369633 , Lat1 : -4.5149918, Lon2 : 48.37082 , Lat2 : -4.5125666 }
Suspicious RendezVous : { Vessel_1 : 227635210, Vessel_2 : 227580520 , Gap_End_1 : 1453897690 , Gap_End_2 : 1453922543, GeoHash : gbsg1x, Lon1 : 48.383648 , Lat1 : -4.495425, Lon2 : 48.379547 , Lat2 : -4.4970384 }
Suspicious RendezVous : { Vessel_1 : 227580520, Vessel_2 : 227705102 , Gap_End_1 : 1453922543 , Gap_End_2 : 1453922549, GeoHash : gbsg1x, Lon1 : 48.379547 , Lat1 : -4.4970384, Lon2 : 48.382385 , Lat2 : -4.4966435 }
